input/vivrid - pico.JPG
231,178,420,176,420,211,231,213
232,801,349,807,348,841,231,834
229,16,313,15,313,38,229,39
1415,177,1537,175,1537,211,1415,212
1484,79,1573,78,1574,94,1484,95
249,469,335,468,335,485,249,487
252,746,342,747,342,769,252,768
249,582,319,581,319,597,249,598
1470,470,1557,469,1557,486,1471,486
1318,257,1379,256,1380,271,1318,273
250,692,344,691,345,708,250,710
1432,693,1502,692,1502,709,1432,710
607,333,668,332,668,346,608,347
252,413,334,412,334,430,252,431
590,308,660,307,660,321,590,322
436,801,522,806,520,838,434,833
251,637,319,636,319,653,251,654
1556,176,1653,176,1653,213,1556,212
251,525,318,525,318,541,251,542
1468,413,1556,412,1556,430,1468,431
735,308,806,307,806,322,735,322
471,692,539,691,539,709,471,710
1468,745,1560,746,1560,769,1467,768
1231,308,1302,307,1302,322,1232,323
1575,637,1635,636,1635,653,1575,654
479,282,533,281,533,297,479,297
1630,17,1686,16,1686,33,1630,34
437,637,494,638,494,654,436,653
1574,414,1635,413,1635,430,1574,431
1507,581,1556,580,1556,597,1508,598
1556,801,1646,808,1644,838,1554,831
1509,693,1556,692,1557,708,1509,708
638,468,697,467,697,486,638,487
1180,257,1227,256,1227,271,1180,272
602,281,658,282,658,298,601,297
436,581,494,581,494,597,436,597
328,802,429,805,428,839,327,836
563,748,632,747,633,764,564,765
1297,80,1370,79,1370,94,1297,95
1573,693,1634,691,1634,708,1573,709
1432,581,1502,580,1502,597,1433,598
1510,637,1554,636,1555,653,1510,654
1010,306,1063,307,1063,322,1010,322
329,637,400,636,400,654,329,655
1573,523,1635,523,1635,541,1573,541
662,283,707,281,707,297,662,298
1574,470,1635,469,1635,485,1574,486
453,414,510,414,510,431,453,430
525,332,589,330,589,346,526,347
1211,79,1259,78,1260,95,1211,95
1434,525,1502,524,1502,541,1434,542
623,633,680,633,681,656,624,656
557,257,632,256,632,272,557,273
545,637,611,635,612,653,545,655
436,525,494,526,493,541,436,540
553,691,608,690,608,709,553,710
813,309,882,308,883,322,814,323
1509,524,1555,524,1555,541,1510,541
691,257,752,257,752,273,691,274
363,690,423,691,423,708,362,708
1441,801,1569,808,1567,841,1440,834
511,258,547,256,547,270,512,272
626,798,705,804,703,838,623,832
624,577,682,578,682,601,623,600
510,308,557,306,557,321,510,322
1075,307,1104,307,1104,321,1076,321
946,309,978,308,979,321,946,323
1307,307,1339,307,1339,321,1307,321
1570,581,1636,581,1636,597,1570,598
341,468,418,469,418,488,340,487
623,521,682,522,682,544,623,543
564,470,629,469,629,486,564,487
544,581,612,580,613,598,545,600
879,257,949,256,949,271,880,272
844,258,875,257,875,271,845,272
545,525,613,524,613,541,545,542
642,745,702,745,702,766,642,765
1612,78,1657,79,1657,96,1611,95
327,580,404,579,404,598,327,599
638,412,698,411,698,432,638,433
1433,637,1500,636,1500,654,1433,655
453,470,509,469,509,486,453,486
1344,307,1381,307,1381,321,1344,322
638,258,684,256,684,271,638,272
348,747,420,747,420,766,348,765
320,15,373,14,374,34,321,35
342,413,416,414,416,432,342,431
533,283,565,282,566,296,533,297
327,524,401,524,401,543,327,542
541,801,645,807,643,838,540,833
480,332,514,332,515,346,480,347
889,308,942,308,942,323,889,323
1555,16,1594,15,1595,32,1555,33
667,308,701,307,701,320,667,321
779,257,837,256,837,272,780,274
1574,748,1636,747,1636,763,1574,764
997,257,1026,256,1026,271,997,272
1139,309,1192,307,1192,321,1139,323
962,256,993,256,993,271,962,272
1268,257,1311,257,1311,271,1268,272
502,581,527,580,528,596,503,597
559,411,628,413,628,432,558,431
1140,257,1176,256,1176,271,1140,272
454,749,515,749,515,764,454,764
504,524,527,524,527,540,504,540
478,306,508,307,508,321,478,321
1050,256,1087,255,1087,272,1050,272
478,256,504,256,504,271,478,271
520,415,541,415,541,430,520,430
1110,308,1134,308,1134,321,1110,321
1457,16,1495,16,1495,32,1458,33
984,309,1005,309,1005,322,984,322
1022,257,1047,256,1047,271,1022,272
1408,79,1448,78,1448,95,1408,95
503,638,528,637,528,653,503,654
1234,257,1263,257,1263,272,1233,271
1198,309,1226,310,1225,323,1198,322
1109,257,1137,256,1138,271,1109,272
517,800,548,802,546,833,515,830
519,470,541,469,541,484,520,485
571,282,601,282,601,297,571,297
1091,257,1115,256,1116,271,1092,271
430,692,451,692,451,708,430,708
556,308,585,308,585,323,555,323
706,308,733,307,733,320,707,321
524,748,543,748,543,763,524,763
